Date,Cases,Deaths,Retail_&_Recreation,Grocery_&_Pharmacy,Parks,Transit_stations,Workplaces,Residential,Vaccinated,Fully_Vaccinated,Revaccinated
8/6/2021,1522204,26059,-30,-19,-31,-17,-41,2,4381085,3194373,0
8/7/2021,1524439,26126,-31,-22,-28,-13,-20,-6,4381085,3194373,0
8/8/2021,1527200,26189,-26,-14,-9,-5,-12,-10,4479278,3556053,0
8/9/2021,1529350,26248,-20,-10,29,-11,-40,-1,4479278,3556053,0
8/10/2021,1530989,26309,-20,-10,9,-11,-40,0,4479278,3556053,0
8/11/2021,1533065,26367,-26,-18,-31,-15,-41,2,4539902,3611289,0
8/12/2021,1535359,26423,-20,-9,-1,-13,-41,1,4539902,3611289,0
8/13/2021,1537888,26482,-24,-14,1,-13,-41,0,4539902,3611289,0
8/14/2021,1540205,26539,-28,-20,-8,-7,-20,-8,4539902,3611289,0
8/15/2021,1542159,26597,-23,-12,11,2,-12,-11,4539902,3611289,0
8/16/2021,1543648,26651,-19,-9,26,-8,-41,-1,4539902,3611289,0
8/17/2021,1545654,26707,-18,-8,32,-8,-41,0,4539902,3611289,0
8/18/2021,1547244,26766,-24,-14,-5,-12,-40,1,4539902,3611289,0
8/19/2021,1549386,26820,-19,-9,11,-11,-40,1,4539902,3611289,0
8/20/2021,1551311,26872,-23,-14,14,-11,-41,0,4539902,3611289,0
8/21/2021,1553163,26927,-28,-21,-22,-9,-21,-7,4539902,3611289,0
8/22/2021,1554824,26978,-22,-12,0,-1,-13,-10,4539902,3611289,0
8/23/2021,1556282,27031,-17,-8,19,-8,-39,0,4539902,3611289,0
8/24/2021,1557387,27087,-17,-8,13,-8,-39,1,4539902,3611289,0
8/25/2021,1558789,27139,-15,-7,12,-6,-39,1,4539902,3611289,0
8/26/2021,1560501,27193,-17,-9,-4,-8,-40,2,4539902,3611289,0
8/27/2021,1562010,27244,-20,-10,7,-9,-39,1,4539902,3611289,0
8/28/2021,1563508,27299,-21,-15,-5,-1,-19,-7,4539902,3611289,0
8/29/2021,1564952,27351,-15,-5,14,7,-12,-9,4539902,3611289,0
8/30/2021,1566376,27401,-11,-4,13,-3,-37,0,4539902,3611289,0
8/31/2021,1567538,27445,-5,6,36,2,-37,0,4539902,3611289,0
9/1/2021,1568767,27492,-13,-5,-14,-3,-40,1,4539902,3611289,0
9/2/2021,1570631,27543,-13,-2,-6,-2,-37,0,4539902,3611289,0
9/3/2021,1572264,27593,-22,-13,-31,-6,-37,1,4539902,3611289,0
9/4/2021,1573813,27648,-18,-11,-41,-6,-22,-3,4539902,3611289,0
9/5/2021,1575355,27696,-15,-3,-30,-1,-16,-5,4539902,3611289,0
9/6/2021,1576818,27742,-14,-4,-5,-2,-36,1,4539902,3611289,0
9/7/2021,1578005,27787,-16,-6,-13,-3,-36,1,4539902,3611289,0
9/8/2021,1579274,27835,-17,-6,-14,-4,-36,1,4539902,3611289,0
9/9/2021,1581075,27887,-16,-4,2,-3,-35,1,4539902,3611289,0
9/10/2021,1582641,27935,-19,-9,-11,-4,-35,0,4539902,3611289,0
9/11/2021,1584581,27981,-17,-13,4,3,-19,-6,4539902,3611289,0
9/12/2021,1586173,28023,-15,-6,16,7,-13,-8,4539902,3611289,0
9/13/2021,1588195,28064,-15,-5,13,-2,-35,0,5000000,3611289,118000
9/14/2021,1589804,28111,-16,-5,-6,-3,-35,1,5000000,3611289,118000
9/15/2021,1591642,28160,-16,-6,-13,-3,-35,1,5000000,3611289,118000
9/16/2021,1594121,28205,-15,-6,-11,-3,-36,2,5000000,3611289,118000
9/17/2021,1596658,28247,-16,-9,-11,-5,-39,3,5000000,3611289,118000
9/18/2021,1599404,28298,-17,-12,-20,-1,-19,-4,5000000,3611289,118000
9/19/2021,1601780,28347,-17,-8,-36,-2,-14,-5,5000000,3611289,118000
9/20/2021,1604249,28395,-21,-12,-33,-7,-33,4,5000000,3611289,118000
9/21/2021,1606175,28447,-18,-9,-26,-5,-32,3,5000000,3611289,118000
9/22/2021,1608166,28497,-17,-6,-21,-4,-29,3,5000000,3611289,118000
9/23/2021,1611611,28551,-17,-6,-14,-3,-29,3,5000000,3611289,118000
9/24/2021,1614504,28607,-17,-8,-15,-4,-29,2,5000000,3611289,118000
9/25/2021,1617715,28670,-19,-15,-43,-3,-18,-2,5000000,3611289,118000
9/26/2021,1620990,28729,-15,-6,-29,-1,-15,-3,5000000,3611289,118000
9/27/2021,1624377,28790,-17,-7,-13,-3,-26,3,5000000,3611289,118000
9/28/2021,1626918,28853,-15,-5,-1,-1,-25,2,5000000,3611289,118000
9/29/2021,1629922,28918,-16,-6,-3,-1,-25,2,5000000,3611289,118000
9/30/2021,1633920,28980,-15,-6,-10,-1,-25,2,5000000,3611289,118000
10/1/2021,1637913,29044,-16,-6,-16,-2,-26,2,5000000,3611289,118000
10/2/2021,1641945,29111,-16,-10,-22,1,-16,-3,5000000,3611289,118000
10/3/2021,1646239,29176,-11,-3,10,7,-13,-6,5000000,3611289,118000
10/4/2021,1650649,29242,-15,-4,3,-1,-25,2,5000000,3611289,118000
10/5/2021,1654476,29314,-14,-3,-4,-1,-26,3,5000000,3611289,118000
10/6/2021,1658065,29385,-13,-2,8,0,-25,2,5000000,3611289,118000
10/7/2021,1663469,29454,-13,-3,10,0,-25,2,5000000,3611289,118000
10/8/2021,1668064,29525,-15,-5,0,-2,-26,2,5000000,3611289,118000
10/9/2021,1674065,29595,-14,-8,-5,5,-15,-4,5000000,3611289,118000
10/10/2021,1678675,29667,-11,-2,16,8,-12,-6,5000000,3611289,118000
10/11/2021,1683677,29738,-15,-4,6,-1,-23,2,5000000,3611289,118000
10/12/2021,1688376,29808,-14,-3,8,0,-23,3,5000000,3611289,118000
10/13/2021,1692786,29880,-16,-4,-7,-2,-23,3,5000000,3611289,118000
10/14/2021,1699498,29951,-19,-8,-24,-4,-23,4,5000000,3611289,279000
10/15/2021,1706129,30021,-17,-6,-21,-4,-24,4,5000000,3611289,279000
10/16/2021,1712674,30093,-16,-9,-36,-1,-15,-1,5000000,3611289,279000
10/17/2021,1719414,30163,-13,-3,-19,2,-12,-2,5000000,3611289,279000
10/18/2021,1726237,30232,-18,-7,-18,-4,-22,4,5000000,3611289,279000
10/19/2021,1731937,30305,-17,-6,-19,-3,-22,4,5000000,3611289,279000
10/20/2021,1737784,30381,-17,-7,-25,-3,-23,4,5000000,3611289,279000
10/21/2021,1745681,30458,-16,-4,-12,-3,-22,4,5000000,3611289,279000
10/22/2021,1753847,30537,-17,-6,-20,-4,-23,4,5051629,3611289,279000
10/23/2021,1761650,30619,-14,-7,-35,0,-13,-1,5051629,3611289,279000
10/24/2021,1766929,30703,-15,-6,-42,-3,-12,-1,5051629,3611289,279000
10/25/2021,1774707,30786,-13,-5,-15,-4,-25,5,5051629,3611289,279000
10/26/2021,1780781,30872,-10,-3,-7,-1,-26,5,5051629,3611289,279000
10/27/2021,1786570,30963,-7,-1,-16,0,-27,4,5051629,3611289,279000
10/28/2021,1795010,31058,-38,-6,-18,-19,-42,12,5051629,3611289,279000
10/29/2021,1802521,31151,-42,-10,-19,-21,-44,12,5051629,3611289,279000
10/30/2021,1809788,31248,-43,-12,-12,-15,-28,2,5051629,3611289,279000
10/31/2021,1817391,31342,-43,-10,-5,-14,-24,0,5051629,3611289,279000
11/1/2021,1824494,31438,-41,-12,5,-24,-48,11,5051629,3611289,279000
11/2/2021,1830230,31536,-42,-13,-17,-27,-48,13,5051629,3611289,279000
11/3/2021,1837057,31631,-42,-10,-29,-26,-50,12,5051629,3611289,279000
11/4/2021,1843362,31728,-44,-12,7,-40,-76,18,5051629,4410000,279000
11/5/2021,1849769,31821,-54,-26,-33,-46,-76,21,5051629,4410000,279000
11/6/2021,1856649,31919,-51,-22,-37,-27,-34,3,5051629,4410000,279000
11/7/2021,1861624,32015,-47,-13,-23,-19,-23,1,5051629,4410000,279000
11/8/2021,1866606,32112,-21,-8,-29,-8,-22,5,5051629,4410000,279000
11/9/2021,1871893,32207,-20,-7,-28,-7,-22,5,5051629,4410000,279000
11/10/2021,1875820,32305,-21,-5,-27,-6,-22,5,5051629,4410000,279000
11/11/2021,1882060,32399,-39,-6,-53,-6,-22,5,5051629,4410000,279000
11/12/2021,1887243,32495,-39,-7,-57,-6,-22,6,5051629,4410000,279000
11/13/2021,1891428,32592,-34,-4,-63,0,-13,1,5051629,4410000,279000
11/14/2021,1895162,32687,-34,-1,-59,0,-10,0,5051629,4410000,279000
11/15/2021,1898951,32780,-38,-5,-52,-4,-20,5,5051629,4410000,279000
11/16/2021,1901557,32877,-28,-4,-41,-4,-21,5,5051629,4410000,279000
11/17/2021,1904523,32973,-29,-6,-42,-5,-21,5,5051629,4410000,279000
11/18/2021,1908585,33067,-29,-6,-41,-6,-21,5,5051629,4410000,279000
11/19/2021,1911956,33162,-29,-6,-45,-6,-21,6,5330506,4788247,750000
11/20/2021,1915195,33255,-28,-10,-64,-5,-14,2,5330506,4788247,750000
11/21/2021,1918633,33352,-24,-3,-50,-1,-11,0,5330506,4788247,750000
11/22/2021,1921419,33446,-30,-8,-44,-5,-20,6,5330506,4788247,750000
11/23/2021,1924168,33542,-29,-6,-41,-4,-21,5,5330506,4788247,750000
11/24/2021,1926701,33635,-30,-8,-44,-3,-21,5,5330506,4788247,750000
11/25/2021,1930050,33727,-28,-6,-43,-3,-21,5,5330506,4788247,750000
11/26/2021,1933979,33821,-28,-7,-46,-5,-22,6,5502513,4926308,750000
11/27/2021,1937409,33917,-26,-8,-60,-2,-12,2,5502513,4926308,750000
11/28/2021,1940495,34012,-25,-2,-49,0,-10,0,5502513,4926308,750000
11/29/2021,1943929,34105,-31,-8,-43,-4,-20,6,5502513,4926308,750000
11/30/2021,1946717,34202,-33,-12,-48,-4,-21,6,5502513,4926308,750000
12/1/2021,1949474,34296,-29,-6,-41,-1,-22,6,5502513,4926308,750000
12/2/2021,1953279,34388,-23,-6,-34,-3,-21,5,5502513,4926308,750000
12/3/2021,1956583,34483,-23,-7,-38,-5,-21,6,5637147,5072241,750000
12/4/2021,1959939,34576,-20,-7,-51,-3,-13,2,5637147,5072241,750000
12/5/2021,1963240,34668,-19,-2,-37,0,-10,0,5637147,5072241,750000
12/6/2021,1966374,34759,-23,-8,-36,-5,-20,6,5700000,5072241,680000
12/7/2021,1968947,34853,-24,-7,-32,-1,-20,6,5700000,5072241,680000
12/8/2021,1971951,34943,-20,-7,-34,-5,-19,5,5700000,5072241,680000
12/9/2021,1974899,35035,-20,-7,-31,-5,-18,5,5700000,5072241,680000
12/10/2021,1978376,35124,-21,-9,-39,-7,-19,6,5815552,5296362,680000
12/11/2021,1981516,35210,-19,-9,-54,-7,-8,2,5815552,5296362,680000
12/12/2021,1984378,35298,-16,-3,-36,-3,-5,0,5815552,5296362,680000
12/13/2021,1987272,35382,-19,-6,-25,-3,-17,5,5815552,5296362,680000
12/14/2021,1989248,35471,-18,-4,-16,0,-17,5,5815552,5296362,680000
12/15/2021,1991707,35558,-14,-3,-22,1,-18,4,5815552,5296362,680000
12/16/2021,1995029,35643,-15,-4,-24,-1,-17,4,5815552,5296362,680000
12/17/2021,1997784,35726,-17,-6,-28,-2,-18,5,5815552,5467395,680000
12/18/2021,2000067,35805,-13,-6,-39,2,-5,0,5815552,5467395,680000
12/19/2021,2003080,35886,-12,-1,-28,3,-2,-1,5815552,5467395,680000
12/20/2021,2005710,35964,-17,-7,-32,-1,-17,4,5815552,5467395,680000
12/21/2021,2007616,36044,-19,-9,-35,-4,-17,5,5815552,5467395,680000
12/22/2021,2009520,36125,-21,-12,-42,-7,-19,6,5815552,5467395,680000
12/23/2021,2012582,36202,-15,-5,-34,-4,-18,5,5815552,5467395,680000
12/24/2021,2014708,36277,-17,-9,-36,-4,-18,5,5815552,5467395,680000
12/25/2021,2017422,36349,-15,-8,-48,3,-4,1,5815552,5467395,680000
12/26/2021,2019602,36420,-12,-1,-41,2,0,0,5815552,5467395,680000
12/27/2021,2021841,36488,-10,-3,-26,-1,-23,5,5815552,5467395,680000
12/28/2021,2023546,36561,-6,3,-18,2,-25,4,5815552,5467395,680000
12/29/2021,2025344,36631,-5,6,-29,0,-29,4,5815552,5467395,680000
12/30/2021,2028005,36702,-1,20,-25,-5,-39,6,5815552,5467395,680000
12/31/2021,2030744,36771,-32,-3,-25,-40,-80,21,5900000,5467395,680000
1/1/2022,2033216,36838,-64,-60,-24,-42,-68,9,5900000,5467395,680000
1/2/2022,2035040,36907,-33,-31,-21,-20,-38,1,5900000,5467395,680000
1/3/2022,2036375,36977,-25,-27,6,-39,-79,17,5900000,5467395,680000
1/4/2022,2038342,37045,-24,-23,6,-37,-76,16,5900000,5467395,680000
1/5/2022,2040649,37116,-27,-24,-8,-36,-75,16,5900000,5467395,680000
1/6/2022,2043006,37183,-26,-19,6,-35,-74,16,5900000,5467395,680000
1/7/2022,2046700,37255,-36,-31,-7,-42,-79,20,5900000,5467395,680000
1/8/2022,2049772,37324,-33,-27,-39,-20,-26,3,5900000,5467395,680000
1/9/2022,2053046,37395,-29,-16,-37,-13,-8,2,5900000,5467395,680000
1/10/2022,2055824,37465,-28,-15,-37,-11,-20,6,5900000,5467395,680000
1/11/2022,2060459,37533,-28,-14,-40,-12,-20,7,5900000,5467395,680000
1/12/2022,2064467,37599,-29,-16,-45,-13,-19,7,5900000,5467395,680000
1/13/2022,2069957,37670,-28,-14,-42,-12,-20,7,5900000,5467395,680000
1/14/2022,2075669,37739,-28,-15,-41,-11,-20,7,5900000,5467395,680000
1/15/2022,2082224,37807,-25,-15,-49,-12,-13,3,5900000,5467395,680000
1/16/2022,2088704,37877,-25,-11,-38,-11,-9,2,5900000,5467395,680000
1/17/2022,2096233,37944,-27,-14,-35,-9,-20,6,5900000,5467395,680000
1/18/2022,2104575,38013,-28,-14,-31,-8,-22,7,5900000,5467395,680000
1/19/2022,2113370,38084,-26,-13,-28,-10,-24,7,5900000,5467395,680000
1/20/2022,2124927,38154,-26,-13,-35,-13,-25,8,5900000,5467395,680000
1/21/2022,2140914,38226,-28,-15,-39,-13,-27,9,5900000,5467395,680000
1/22/2022,2157008,38295,-27,-16,-45,-14,-15,4,5900000,5467395,680000
1/23/2022,2174536,38368,-28,-13,-38,-15,-11,3,5900000,5467395,680000
1/24/2022,2194045,38439,-29,-15,-37,-16,-29,10,5900000,5467395,680000
1/25/2022,2212980,38514,-28,-13,-36,-17,-32,11,5900000,5467395,680000
1/26/2022,2232836,38588,-29,-15,-36,-18,-33,11,6000000,5467395,1000000
1/27/2022,2259422,38660,-29,-15,-37,-20,-33,11,6000000,5467395,1000000
1/28/2022,2283416,38734,-32,-17,-43,-22,-34,12,6062844,5673588,1000000
1/29/2022,2309904,38810,-30,-18,-46,-18,-17,5,6062844,5673588,1000000
1/30/2022,2333934,38887,-30,-16,-40,-18,-12,3,6062844,5673588,1000000
1/31/2022,2357351,38962,-30,-16,-35,-18,-31,10,6062844,5673588,1000000
2/1/2022,2378884,39038,-29,-14,-32,-18,-32,11,6062844,5673588,1000000
2/2/2022,2402668,39116,-29,-14,-36,-19,-32,11,6062844,5673588,1000000
2/3/2022,2429572,39192,-28,-13,-32,-19,-31,11,6062844,5673588,1000000
2/4/2022,2454591,39271,-28,-13,-36,-19,-31,11,6149637,5756593,1000000
2/5/2022,2477035,39353,-25,-14,-44,-15,-17,4,6149637,5756593,1000000
2/6/2022,2495891,39434,-26,-13,-38,-14,-12,2,6149637,5756593,1000000
2/7/2022,2511333,39517,-27,-13,-31,-14,-27,8,6149637,5756593,1000000
2/8/2022,2524235,39602,-25,-12,-27,-12,-26,8,6149637,5756593,1000000
2/9/2022,2535756,39684,-24,-11,-26,-12,-26,8,6149637,5756593,1000000
2/10/2022,2558503,39768,-23,-10,-28,-11,-25,7,6149637,5756593,1000000
2/11/2022,2577044,39849,-23,-11,-33,-12,-24,7,6199585,5803415,1000000
2/12/2022,2591380,39934,-19,-12,-43,-8,-13,2,6199585,5803415,1000000
2/13/2022,2603876,40020,-20,-9,-35,-8,-9,0,6199585,5803415,1000000
2/14/2022,2613492,40102,-17,-7,-23,-7,-21,5,6199585,5803415,1000000
2/15/2022,2621652,40186,-20,-8,-18,-6,-21,5,6199585,5803415,1000000
2/16/2022,2632914,40273,-20,-9,-25,-7,-21,5,6199585,5803415,1000000
2/17/2022,2642619,40358,-22,-11,-29,-8,-20,6,6199585,5803415,1000000
2/18/2022,2650927,40444,-22,-12,-32,-8,-21,6,6199585,5803415,1000000
2/19/2022,2657801,40531,-22,-15,-54,-8,-11,1,6199585,5803415,1000000
2/20/2022,2664189,40615,-18,-8,-40,-5,-7,-1,6199585,5803415,1000000
2/21/2022,2669186,40698,-19,-10,-24,-6,-24,5,6199585,5803415,1000000
2/22/2022,2673436,40783,-12,-3,-18,-2,-25,4,6199585,5803415,1000000
2/23/2022,2679100,40866,-15,-10,-24,-33,-73,19,6199585,5803415,1000000
2/24/2022,2683830,40948,-25,-16,-30,-10,-26,6,6199585,5803415,1000000
2/25/2022,2687163,41032,-25,-14,-31,-10,-26,6,6199585,5803415,1000000
2/26/2022,2691110,41115,-24,-14,-46,-8,-10,1,6199585,5803415,1000000
2/27/2022,2694160,41196,-21,-8,-36,-6,-5,-1,6199585,5803415,1000000
2/28/2022,2696744,41276,-23,-10,-29,-6,-17,4,6199585,5803415,1000000
3/1/2022,2698810,41360,-21,-8,-23,-4,-18,3,6199585,5803415,1000000
3/2/2022,2701834,41441,-21,-6,-26,-4,-18,3,6199585,5803415,1000000
3/3/2022,2704517,41523,-19,-4,-26,-5,-18,3,6199585,5803415,1000000
3/4/2022,2706980,41602,-25,-11,-43,-9,-17,5,6199585,5803415,1000000
3/5/2022,2709040,41679,-23,-9,-56,18,132,-9,6199585,5803415,1000000
3/6/2022,2710941,41754,-15,-1,-37,2,-1,-4,6199585,5803415,1000000
